"","X1","YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","Latitude","Longitude","LocationId","State"
"451",30244,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",7.4,4.27,12.45,"Did not seriously consider attempting suicide",92.6,87.55,95.73,149,"Male","White","9th","38.34774030000045"," -98.20078122699965","20","Kansas"
"452",30450,1995,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",18,13.32,23.84,"Did not seriously consider attempting suicide",82,76.16,86.68,311,"Male","Asian","Total","21.304850435000446"," -157.85774940299973","15","Hawaii"
"453",30613,2009,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20,17.7,22.58,"Did not seriously consider attempting suicide",80,77.42,82.3,1560,"Female","Hispanic or Latino","Total","34.52088095200048"," -106.24058098499967","35","New Mexico"
"454",30750,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",10,4.78,19.65,"Did not seriously consider attempting suicide",90,80.35,95.22,147,"Male","Total","12th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"455",30766,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",22.1,19.65,24.85,"Did not seriously consider attempting suicide",77.9,75.15,80.35,734,"Total","White","10th","32.84057112200048"," -86.63186076199969","01","Alabama"
"456",31668,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",28.9,23.7,34.63,"Did not seriously consider attempting suicide",71.1,65.37,76.3,202,"Female","Total","10th","43.682630005000476"," -114.3637300419997","16","Idaho"
"457",32510,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",9.6,4.68,18.84,"Did not seriously consider attempting suicide",90.4,81.16,95.32,191,"Male","Hispanic or Latino","10th","28.932040377000476"," -81.92896053899966","12","Florida"
"458",32960,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",14.6,11.71,17.97,"Did not seriously consider attempting suicide",85.4,82.03,88.29,930,"Male","Native Hawaiian or Other Pacific Islander","Total","21.304850435000446"," -157.85774940299973","15","Hawaii"
"459",35808,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",9.2,6.12,13.62,"Did not seriously consider attempting suicide",90.8,86.38,93.88,245,"Male","Total","9th","38.635790776000476"," -92.56630005299968","29","Missouri"
"460",35854,1999,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16.6,13.17,20.76,"Did not seriously consider attempting suicide",83.4,79.24,86.83,500,"Total","Total","9th","32.84057112200048"," -86.63186076199969","01","Alabama"
"461",36366,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",9.1,4.1,18.97,"Did not seriously consider attempting suicide",90.9,81.03,95.9,132,"Male","Total","11th","21.304850435000446"," -157.85774940299973","15","Hawaii"
"462",37346,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",12.7,9.72,16.3,"Did not seriously consider attempting suicide",87.3,83.7,90.28,437,"Male","Hispanic or Latino","Total","39.493240390000494"," -117.07184056399967","32","Nevada"
"463",37353,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.4,9.76,18.04,"Did not seriously consider attempting suicide",86.6,81.96,90.24,343,"Male","White","9th","47.06652897200047"," -109.42442064499971","30","Montana"
"464",37604,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16.2,13.4,19.4,"Did not seriously consider attempting suicide",83.8,80.6,86.6,907,"Total","Total","9th","39.008830667000495"," -75.57774116799965","10","Delaware"
"465",37760,2003,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",21.2,13.9,30.94,"Did not seriously consider attempting suicide",78.8,69.06,86.1,182,"Total","Multiple Race","Total","42.82700103200045"," -75.54397042699964","36","New York"
"466",38155,1995,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",38.3,30.63,46.67,"Did not seriously consider attempting suicide",61.7,53.33,69.37,153,"Female","White","10th","39.493240390000494"," -117.07184056399967","32","Nevada"
"467",38158,1995,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",24.2,19.98,29.09,"Did not seriously consider attempting suicide",75.8,70.91,80.02,409,"Total","White","10th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"468",38328,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",20.5,13.56,29.81,"Did not seriously consider attempting suicide",79.5,70.19,86.44,127,"Female","Hispanic or Latino","Total","41.6410409880005"," -99.36572062299967","31","Nebraska"
"469",39723,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.1,8.49,19.66,"Did not seriously consider attempting suicide",86.9,80.34,91.51,206,"Male","White","10th","31.827240407000488"," -99.42677020599967","48","Texas"
"470",39754,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",13.8,5.67,30.07,"Did not seriously consider attempting suicide",86.2,69.93,94.33,100,"Total","Black or African American","10th","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"471",39934,2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",23.5,17.46,30.84,"Did not seriously consider attempting suicide",76.5,69.16,82.54,123,"Total","Multiple Race","Total","64.84507995700051"," -147.72205903599973","02","Alaska"
"472",40274,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",21.8,15.7,29.33,"Did not seriously consider attempting suicide",78.2,70.67,84.3,233,"Female","Total","10th","40.13057004800049"," -74.27369128799967","34","New Jersey"
"473",40535,1993,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",31.5,27.13,36.19,"Did not seriously consider attempting suicide",68.5,63.81,72.87,631,"Female","Total","10th","39.360700171000474"," -111.58713063499971","49","Utah"
"474",40657,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.8,12.57,24.69,"Did not seriously consider attempting suicide",82.2,75.31,87.43,408,"Total","Total","10th","40.13057004800049"," -74.27369128799967","34","New Jersey"
"475",40738,1993,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",17.1,13.72,21.11,"Did not seriously consider attempting suicide",82.9,78.89,86.28,371,"Male","Total","10th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"476",42213,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",15,9.99,21.84,"Did not seriously consider attempting suicide",85,78.16,90.01,251,"Total","White","10th","40.48501028300046"," -88.99771017799969","17","Illinois"
"477",42354,2001,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",21.1,18.23,24.22,"Did not seriously consider attempting suicide",78.9,75.78,81.77,865,"Total","White","9th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"478",42835,2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",10,8.38,11.87,"Did not seriously consider attempting suicide",90,88.13,91.62,1292,"Male","Total","Total","39.008830667000495"," -75.57774116799965","10","Delaware"
"479",43369,2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",24.7,19.05,31.33,"Did not seriously consider attempting suicide",75.3,68.67,80.95,214,"Female","Total","10th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"480",43575,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",11.3,6.68,18.53,"Did not seriously consider attempting suicide",88.7,81.47,93.32,105,"Female","White","12th","38.34774030000045"," -98.20078122699965","20","Kansas"
"481",44027,2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",16,11.96,21.06,"Did not seriously consider attempting suicide",84,78.94,88.04,190,"Total","White","10th","32.83968109300048"," -83.62758034599966","13","Georgia"
"482",44683,2013,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",19.1,14.91,24.24,"Did not seriously consider attempting suicide",80.9,75.76,85.09,349,"Female","Total","9th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"483",44766,2009,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",7.9,4.39,13.76,"Did not seriously consider attempting suicide",92.1,86.24,95.61,117,"Male","White","9th","38.843840757000464"," -106.13361092099967","08","Colorado"
"484",44813,1997,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide consideration","Seriously considered attempting suicide","during the 12 months before the survey",29.9,27.45,32.43,"Did not seriously consider attempting suicide",70.1,67.57,72.55,1944,"Female","Total","Total","42.27687047000046"," -72.08269067499964","25","Massachusetts"
