"YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","GeoLocation","TopicId","SubTopicID","QuestionCode","LocationId","StratificationType","State"
2007,"Tobacco Use","Cigarette Use","Frequent cigarette use","Currently smoked cigarettes frequently","on 20 or more days during the 30 days before the survey",11.4,9.66,13.52,"Did not currently smoke cigarettes frequently",88.6,86.48,90.34,1130,"Male","White","Total","(35.466220975000454, -79.15925046299964)","TUS01","CIG01","QNFRCIG","37","State","North Carolina"
2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Injurious physical fighting","Were injured in a physical fight","one or more times during the 12 months before the survey and injuries had to be treated by a doctor or nurse",0.3,0.04,2.65,"Were not injured in a physical fight",99.7,97.35,99.96,373,"Female","White","Total","(32.83968109300048, -83.62758034599966)","UIV01","VIO01","H19","13","State","Georgia"
2015,"Physical Activity","Physical Activity","Television watching","Watched 3 or more hours per day of television","on an average school day",23.2,15.41,33.44,"Did not watch 3 or more hours per day of television",76.8,66.56,84.59,104,"Total","Multiple Race","Total","(41.56266102000046, -72.64984095199964)","PHA01","PAC01","H81","09","State","Connecticut"
1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Threatened at school","Were threatened or injured with a weapon on school property","such as, a gun, knife, or club, one or more times during the 12 months before the survey",12.1,9.58,15.07,"Were not threatened or injured with a weapon on school property",87.9,84.93,90.42,458,"Total","Black or African American","9th","(32.84057112200048, -86.63186076199969)","UIV01","VIO01","H17","01","State","Alabama"
2015,"Obesity, Overweight, and Weight Control","Obesity and Overweight","Overweight","Were overweight",">= 85th percentile but <95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",20.1,13.45,28.9,"N/A",79.9,71.1,86.55,461,"Male","Hispanic or Latino","Total","(37.63864012300047, -120.99999953799971)","OOW01","OOW01","QNOWT","06","State","California"
2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting at school","Were in a physical fight on school property","one or more times during the 12 months before the survey",20.8,17.26,24.91,"Were not in a physical fight on school property",79.2,75.09,82.74,1912,"Total","Black or African American","Total","(42.82700103200045, -75.54397042699964)","UIV01","VIO01","H20","36","State","New York"
1993,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",56.2,48.79,63.42,"Did not currently drink alcohol",43.8,36.58,51.21,280,"Male","White","11th","(47.06652897200047, -109.42442064499971)","AOD01","ALC01","H43","30","State","Montana"
2005,"Physical Activity","Physical Activity","PE attendance","Did not attend physical education classes on 1 or more days","in an average week when they were in school",13.5,8.9,19.89,"Attended physical education classes on 1 or more days",86.5,80.11,91.1,189,"Male","White","11th","(44.39319117400049, -89.81637074199966)","PHA01","PAC01","H83","55","State","Wisconsin"
2015,"Tobacco Use","Other Tobacco Use","Current electronic vapor product use","Currently used electronic vapor products","including e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens on at least 1 day during the 30 days before the survey",12.2,6.7,21.15,"Did not currently use electronic vapor products",87.8,78.85,93.3,143,"Female","Total","12th","(64.84507995700051, -147.72205903599973)","TUS01","OTU01","H40","02","State","Alaska"
2005,"Dietary Behaviors","Milk","Milk drinking >= 2 glasses","N/A","during the 7 days before the survey",70.1,64.76,74.93,"Drank two or more glasses per day of milk",29.9,25.07,35.24,361,"Total","White","9th","(38.66551020200046, -80.71264013499967)","DBH01","MLK01","QNMILK2","54","State","West Virginia"
2015,"Alcohol and Other Drug Use","Other Drug Use","Ever cocaine use","Ever used cocaine","any form of cocaine, such as powder, crack, or freebase, one or more times during their life",8.2,3.74,16.89,"Never used cocaine",91.8,83.11,96.26,112,"Male","Hispanic or Latino","10th","(37.63864012300047, -120.99999953799971)","AOD01","ODU01","H50","06","State","California"
2011,"Sexual Behaviors","Sexual Behaviors","Ever sexual intercourse","Ever had sexual intercourse",,36.9,26.97,48.06,"Never had sexual intercourse",63.1,51.94,73.03,161,"Total","White","9th","(33.998821303000454, -81.04537120699968)","SBH01","SXB01","H60","45","State","South Carolina"
2015,"Dietary Behaviors","Soda or pop","Soda drinking >= 3 times","Drank a can, bottle, or glass of soda or pop three or more times per day","not counting diet soda or diet pop, during the 7 days before the survey",6.2,4.27,8.98,"N/A",93.8,91.02,95.73,630,"Female","Hispanic or Latino","11th","(34.52088095200048, -106.24058098499967)","DBH01","POP01","QNSODA3","35","State","New Mexico"
2009,"Obesity, Overweight, and Weight Control","Obesity and Overweight","Obesity","Had obesity",">= 95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",13.4,9.28,18.88,"N/A",86.6,81.12,90.72,190,"Male","White","11th","(31.827240407000488, -99.42677020599967)","OOW01","OOW01","QNOBESE","48","State","Texas"
2007,"Alcohol and Other Drug Use","Other Drug Use","Ever ecstasy use","Ever used ecstasy","also called ""MDMA,"" one or more times during their life",5.5,3.71,8.06,"Never used ecstasy",94.5,91.94,96.29,295,"Total","Total","10th","(33.998821303000454, -81.04537120699968)","AOD01","ODU01","H54","45","State","South Carolina"
2001,"Dietary Behaviors","Milk","Milk drinking >= 2 glasses","N/A","during the 7 days before the survey",70.7,64.99,75.86,"Drank two or more glasses per day of milk",29.3,24.14,35.01,266,"Female","Total","12th","(47.06652897200047, -109.42442064499971)","DBH01","MLK01","QNMILK2","30","State","Montana"
2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Unintentional Injuries","Seat belt use","Never or rarely wore a seat belt","when riding in a car driven by someone else",8,5.92,10.71,"Sometimes, most of the time, or always wore a seat belt",92,89.29,94.08,788,"Male","White","11th","(43.62538123900049, -72.51764079099962)","UIV01","UIN01","H9","50","State","Vermont"
1995,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",48.4,42.05,54.79,"Did not currently drink alcohol",51.6,45.21,57.95,576,"Female","White","9th","(38.635790776000476, -92.56630005299968)","AOD01","ALC01","H43","29","State","Missouri"
1997,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",60.4,56.45,64.19,"Did not currently drink alcohol",39.6,35.81,43.55,1205,"Male","Total","Total","(47.06652897200047, -109.42442064499971)","AOD01","ALC01","H43","30","State","Montana"
2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Sad or hopeless","Felt sad or hopeless","almost every day for 2 or more weeks in a row so that they stopped doing some usual activities during the 12 months before the survey",23.4,20.56,26.41,"Did not feel sad or hopeless",76.6,73.59,79.44,1593,"Total","Total","Total","(44.353130053000484, -100.3735306369997)","UIV01","SRB01","H26","46","State","South Dakota"
1997,"Tobacco Use","Cigarette Use","Initiation of cigarette use","Smoked a whole cigarette before age 13 years","for the first time",27.8,20.33,36.64,"Did not smoke a whole cigarette before age 13 years",72.2,63.36,79.67,198,"Female","White","10th","(44.6613195430005, -84.71439026999968)","TUS01","CIG01","H32","26","State","Michigan"
2009,"Tobacco Use","Other Tobacco Use","Current cigarette, cigar, or smokeless tobacco use","Currently used cigarettes, cigars, or smokeless tobacco","on at least 1 day during the 30 days before the survey",37.9,28.72,48.08,"N/A",62.1,51.92,71.28,215,"Male","Total","10th","(35.68094058000048, -85.77449091399967)","TUS01","OTU01","QNTOB3","47","State","Tennessee"
2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Gun carrying","Carried a gun","on at least 1 day during the 30 days before the survey",10.2,6.84,15.05,"Did not carry a gun",89.8,84.95,93.16,255,"Total","Hispanic or Latino","Total","(47.06652897200047, -109.42442064499971)","UIV01","VIO01","H14","30","State","Montana"
2007,"Alcohol and Other Drug Use","Alcohol Use","Initiation of alcohol use","Drank alcohol before age 13 years","for the first time other than a few sips",15.4,12.54,18.86,"Did not drink alcohol before age 13 years",84.6,81.14,87.46,1307,"Total","Total","Total","(45.254228894000505, -68.98503133599962)","AOD01","ALC01","H42","23","State","Maine"
2005,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Sad or hopeless","Felt sad or hopeless","almost every day for 2 or more weeks in a row so that they stopped doing some usual activities during the 12 months before the survey",25.4,23.42,27.42,"Did not feel sad or hopeless",74.6,72.58,76.58,2058,"Total","White","Total","(28.932040377000476, -81.92896053899966)","UIV01","SRB01","H26","12","State","Florida"
2001,"Alcohol and Other Drug Use","Alcohol Use","5 or more drinks in a row","Drank five or more drinks of alcohol in a row","within a couple of hours on at least 1 day during the 30 days before the survey",43.9,38.3,49.73,"Did not drink five or more drinks of alcohol in a row",56.1,50.27,61.7,399,"Male","White","11th","(42.27687047000046, -72.08269067499964)","AOD01","ALC01","H44","25","State","Massachusetts"
2007,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Sad or hopeless","Felt sad or hopeless","almost every day for 2 or more weeks in a row so that they stopped doing some usual activities during the 12 months before the survey",18.9,14.79,23.92,"Did not feel sad or hopeless",81.1,76.08,85.21,350,"Male","Total","12th","(42.27687047000046, -72.08269067499964)","UIV01","SRB01","H26","25","State","Massachusetts"
2015,"Tobacco Use","Other Tobacco Use","Current cigarette or cigar use","Currently smoked cigarettes or cigars","on at least 1 day during the 30 days before the survey",31.6,22.15,42.85,"N/A",68.4,57.15,77.85,147,"Male","White","12th","(41.6410409880005, -99.36572062299967)","TUS01","OTU01","QNTOB2","31","State","Nebraska"
2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Gun carrying","Carried a gun","on at least 1 day during the 30 days before the survey",5.5,3.38,8.69,"Did not carry a gun",94.5,91.31,96.62,496,"Male","Total","9th","(40.48501028300046, -88.99771017799969)","UIV01","VIO01","H14","17","State","Illinois"
2011,"Alcohol and Other Drug Use","Alcohol Use","Current alcohol use","Currently drank alcohol","at least one drink of alcohol on at least 1 day during the 30 days before the survey",28.2,23.83,33.13,"Did not currently drink alcohol",71.8,66.87,76.17,375,"Total","Total","9th","(43.65595011300047, -71.50036091999965)","AOD01","ALC01","H43","33","State","New Hampshire"
2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Unintentional Injuries","Riding with a drinking driver","Rode with a driver who had been drinking alcohol","in a car or other vehicle one or more times during the 30 days before the survey",28.7,20.43,38.58,"Did not ride with a driver who had been drinking alcohol",71.3,61.42,79.57,126,"Total","Black or African American","11th","(31.827240407000488, -99.42677020599967)","UIV01","UIN01","H10","48","State","Texas"
1999,"Alcohol and Other Drug Use","Alcohol Use","Ever alcohol use","Ever drank alcohol","at least one drink of alcohol on at least 1 day during their life",77.1,67.94,84.27,"Never drank alcohol",22.9,15.73,32.06,164,"Female","Total","12th","(38.635790776000476, -92.56630005299968)","AOD01","ALC01","H41","29","State","Missouri"
2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Safety concerns at school","Did not go to school because they felt unsafe at school or on their way to or from school","on at least 1 day during the 30 days before the survey",6.2,3.89,9.68,"N/A",93.8,90.32,96.11,420,"Male","Multiple Race","9th","(39.29058096400047, -76.60926011099963)","UIV01","VIO01","H16","24","State","Maryland"
2015,"Physical Activity","Physical Activity","Physical activity","Did not participate in at least 60 minutes of physical activity on at least 1 day","doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey",17.6,12.85,23.58,"Participated in at least 60 minutes of physical activity on at least 1 day",82.4,76.42,87.15,275,"Total","Total","12th","(38.66551020200046, -80.71264013499967)","PHA01","PAC01","QNPA0DAY","54","State","West Virginia"
2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Forced sexual intercourse","Were ever physically forced to have sexual intercourse","when they did not want to",4.8,2.9,7.71,"Were never physically forced to have sexual intercourse",95.2,92.29,97.1,641,"Female","Asian","Total","(42.82700103200045, -75.54397042699964)","UIV01","VIO01","H21","36","State","New York"
2009,"Dietary Behaviors","Milk","No milk drinking","Did not drink milk","during the 7 days before the survey",16.8,11.5,23.86,"Drank milk",83.2,76.14,88.5,145,"Male","Hispanic or Latino","12th","(28.932040377000476, -81.92896053899966)","DBH01","MLK01","H78","12","State","Florida"
